1;87;Claviere;Torino
1;88;Coassolo Torinese;Torino
1;89;Coazze;Torino
1;90;Collegno;Torino
1;91;Colleretto Castelnuovo;Torino
1;92;Colleretto Giacosa;Torino
1;93;Condove;Torino
1;94;Corio;Torino
1;95;Cossano Canavese;Torino
1;96;Cuceglio;Torino
1;97;Cumiana;Torino
1;98;Cuorgnè;Torino
1;99;Druento;Torino
1;100;Exilles;Torino
1;101;Favria;Torino
1;102;Feletto;Torino
1;103;Fenestrelle;Torino
1;104;Fiano;Torino
1;105;Fiorano Canavese;Torino
1;106;Foglizzo;Torino
1;107;Forno Canavese;Torino
1;108;Frassinetto;Torino
1;109;Front;Torino
1;110;Frossasco;Torino
1;111;Garzigliana;Torino
1;112;Gassino Torinese;Torino
1;113;Germagnano;Torino
1;114;Giaglione;Torino
1;115;Giaveno;Torino
1;116;Givoletto;Torino
1;117;Gravere;Torino
1;118;Groscavallo;Torino
1;119;Grosso;Torino
1;120;Grugliasco;Torino
1;121;Ingria;Torino
1;122;Inverso Pinasca;Torino
1;123;Isolabella;Torino
1;124;Issiglio;Torino
1;125;Ivrea;Torino
1;126;La Cassa;Torino
1;127;La Loggia;Torino
1;128;Lanzo Torinese;Torino
1;129;Lauriano;Torino
1;130;Leini;Torino
1;131;Lemie;Torino
1;132;Lessolo;Torino
1;133;Levone;Torino
1;134;Locana;Torino
1;135;Lombardore;Torino
1;136;Lombriasco;Torino
1;137;Loranzè;Torino
1;139;Luserna San Giovanni;Torino
1;140;Lusernetta;Torino
1;141;Lusigliè;Torino
1;142;Macello;Torino
1;143;Maglione;Torino
1;144;Marentino;Torino
1;145;Massello;Torino
1;146;Mathi;Torino
1;147;Mattie;Torino
1;148;Mazzè;Torino
1;149;Meana di Susa;Torino
1;150;Mercenasco;Torino
1;152;Mezzenile;Torino
1;153;Mombello di Torino;Torino
1;154;Mompantero;Torino
1;155;Monastero di Lanzo;Torino
1;156;Moncalieri;Torino
1;157;Moncenisio;Torino
1;158;Montaldo Torinese;Torino
1;159;Montalenghe;Torino
1;160;Montalto Dora;Torino
1;161;Montanaro;Torino
1;162;Monteu da Po;Torino
1;163;Moriondo Torinese;Torino
1;164;Nichelino;Torino
1;165;Noasca;Torino
1;166;Nole;Torino
1;167;Nomaglio;Torino
1;168;None;Torino
1;169;Novalesa;Torino
1;170;Oglianico;Torino
1;171;Orbassano;Torino
1;172;Orio Canavese;Torino
1;173;Osasco;Torino
1;174;Osasio;Torino
1;175;Oulx;Torino
1;176;Ozegna;Torino
1;177;Palazzo Canavese;Torino
1;178;Pancalieri;Torino
1;179;Parella;Torino
1;180;Pavarolo;Torino
1;181;Pavone Canavese;Torino
1;183;Pecetto Torinese;Torino
1;184;Perosa Argentina;Torino
1;185;Perosa Canavese;Torino
1;186;Perrero;Torino
1;187;Pertusio;Torino
1;188;Pessinetto;Torino
1;189;Pianezza;Torino
1;190;Pinasca;Torino
1;191;Pinerolo;Torino
1;192;Pino Torinese;Torino
1;193;Piobesi Torinese;Torino
1;194;Piossasco;Torino
1;195;Piscina;Torino
1;196;Piverone;Torino
1;197;Poirino;Torino
1;198;Pomaretto;Torino
1;199;Pont Canavese;Torino
1;200;Porte;Torino
1;201;Pragelato;Torino
1;202;Prali;Torino
1;203;Pralormo;Torino
1;204;Pramollo;Torino
1;205;Prarostino;Torino
1;206;Prascorsano;Torino
1;207;Pratiglione;Torino
1;208;Quagliuzzo;Torino
1;209;Quassolo;Torino
1;210;Quincinetto;Torino
1;211;Reano;Torino
1;212;Ribordone;Torino
1;213;Rivalba;Torino
1;214;Rivalta di Torino;Torino
1;215;Riva presso Chieri;Torino
1;216;Rivara;Torino
1;217;Rivarolo Canavese;Torino
1;218;Rivarossa;Torino
1;219;Rivoli;Torino
1;220;Robassomero;Torino
1;221;Rocca Canavese;Torino
1;222;Roletto;Torino
1;223;Romano Canavese;Torino
1;224;Ronco Canavese;Torino
1;225;Rondissone;Torino
1;226;Rorà;Torino
1;227;Roure;Torino
1;228;Rosta;Torino
1;229;Rubiana;Torino
1;230;Rueglio;Torino
1;231;Salassa;Torino
1;232;Salbertrand;Torino
1;233;Salerano Canavese;Torino
1;234;Salza di Pinerolo;Torino
1;235;Samone;Torino
1;236;San Benigno Canavese;Torino
1;237;San Carlo Canavese;Torino
1;238;San Colombano Belmonte;Torino
1;239;San Didero;Torino
1;240;San Francesco al Campo;Torino
1;241;Sangano;Torino
1;242;San Germano Chisone;Torino
1;243;San Gillio;Torino
1;244;San Giorgio Canavese;Torino
1;245;San Giorio di Susa;Torino
1;246;San Giusto Canavese;Torino
1;247;San Martino Canavese;Torino
1;248;San Maurizio Canavese;Torino
1;249;San Mauro Torinese;Torino
1;250;San Pietro Val Lemina;Torino
1;251;San Ponso;Torino
1;252;San Raffaele Cimena;Torino
1;253;San Sebastiano da Po;Torino
1;254;San Secondo di Pinerolo;Torino
1;255;Sant'Ambrogio di Torino;Torino
1;256;Sant'Antonino di Susa;Torino
1;257;Santena;Torino
1;258;Sauze di Cesana;Torino
1;259;Sauze d'Oulx;Torino
1;260;Scalenghe;Torino
1;261;Scarmagno;Torino
1;262;Sciolze;Torino
1;263;Sestriere;Torino
1;264;Settimo Rottaro;Torino
1;265;Settimo Torinese;Torino
1;266;Settimo Vittone;Torino
1;267;Sparone;Torino
1;268;Strambinello;Torino
1;269;Strambino;Torino
1;270;Susa;Torino
1;271;Tavagnasco;Torino
1;272;Torino;Torino
1;273;Torrazza Piemonte;Torino
1;274;Torre Canavese;Torino
1;275;Torre Pellice;Torino
1;276;Trana;Torino
1;278;Traversella;Torino
1;279;Traves;Torino
1;280;Trofarello;Torino
1;281;Usseaux;Torino
1;282;Usseglio;Torino
1;283;Vaie;Torino
1;284;Val della Torre;Torino
1;285;Valgioie;Torino
1;286;Vallo Torinese;Torino
1;287;Valperga;Torino
1;288;Valprato Soana;Torino
1;289;Varisella;Torino
1;290;Vauda Canavese;Torino
1;291;Venaus;Torino
1;292;Venaria Reale;Torino
1;293;Verolengo;Torino
1;294;Verrua Savoia;Torino
1;295;Vestignè;Torino
1;296;Vialfrè;Torino
1;298;Vidracco;Torino
1;299;Vigone;Torino
1;300;Villafranca Piemonte;Torino
1;301;Villanova Canavese;Torino
1;302;Villarbasse;Torino
1;303;Villar Dora;Torino
1;304;Villareggia;Torino
1;305;Villar Focchiardo;Torino
1;306;Villar Pellice;Torino
1;307;Villar Perosa;Torino
1;308;Villastellone;Torino
1;309;Vinovo;Torino
1;310;Virle Piemonte;Torino
1;311;Vische;Torino
1;312;Vistrorio;Torino
1;313;Viù;Torino
1;314;Volpiano;Torino
1;315;Volvera;Torino
1;316;Mappano;Torino
1;317;Val di Chy;Torino
1;318;Valchiusa;Torino
2;2;Alagna Valsesia;Vercelli
2;3;Albano Vercellese;Vercelli
2;4;Alice Castello;Vercelli
2;6;Arborio;Vercelli
2;7;Asigliano Vercellese;Vercelli
2;8;Balmuccia;Vercelli
2;9;Balocco;Vercelli
2;11;Bianzè;Vercelli
2;14;Boccioleto;Vercelli
2;15;Borgo d'Ale;Vercelli
2;16;Borgosesia;Vercelli
2;17;Borgo Vercelli;Vercelli
2;21;Buronzo;Vercelli
2;25;Campertogno;Vercelli
2;29;Carcoforo;Vercelli
2;30;Caresana;Vercelli
2;31;Caresanablot;Vercelli
2;32;Carisio;Vercelli
2;33;Casanova Elvo;Vercelli
2;35;San Giacomo Vercellese;Vercelli
2;41;Cervatto;Vercelli
